Day_Name,Range_Pips_mean,Range_Pips_std,Body_Pips_mean,Bullish_Ratio
Thursday,2635.7250528541226,225779.11982910294,19.45882663847782,0.4989429175475687
Friday,39.61882013465855,32.53301528626749,19.25096184674572,0.48364860532221865
Wednesday,39.268725176169134,29.071517833278566,18.731736066623963,0.5054452274183215
Tuesday,38.97244296334272,106.47726992675305,19.47954370674185,0.49295052550628043
Monday,34.637675376496325,25.270214253672904,16.68145192431457,0.4969751576779508
Sunday,26.231427475057597,20.244691786340198,12.752264006139685,0.5057559478127398
Saturday,0.0,0.0,0.0,0.0
