Day_Name,Range_Pips_mean,Range_Pips_std,Body_Pips_mean,Bullish_Ratio
Thursday,15611.467166535122,551803.9658305146,54.320757695343374,0.494869771112865
Tuesday,107.36225114854523,257.12271356423804,49.95214395099539,0.498468606431853
Wednesday,105.01132364192809,58.44579531150432,52.4768936495792,0.5118592195868401
Friday,101.30055555555558,53.198399391939105,51.070634920634966,0.49444444444444446
Monday,90.48516819571867,55.00323446191477,44.8723241590214,0.49770642201834864
Sunday,38.542007722007746,27.444172287857892,18.714362934362967,0.5181467181467182
Saturday,0.0,0.0,0.0,0.0
